Frequency [MHz],|S0-0| [-],|S1-0| [-],|S2-0| [-],|S3-0| [-],Arg(S0-0) [rad],Arg(S1-0) [rad],Arg(S2-0) [rad],Arg(S3-0) [rad],Delay 0>0 [s],Delay 0>1 [s],Delay 0>2 [s],Delay 0>3 [s],|Z0| [Ohm],Arg(Z0) [rad]
1.483300e+03, 2.313643e+00, 2.014814e-06, 8.376985e-02, 3.284946e-06, 1.763336e+00, -3.367933e-01, 2.013323e+00, 1.451542e-01, -1.058076e-10, -1.866871e-10, -7.942944e-11, -1.489113e-10, 4.345539e+01, 2.334967e+00
1.486200e+03, 2.314272e+00, 2.013984e-06, 8.359355e-02, 3.286292e-06, 1.765264e+00, -3.333917e-01, 2.014771e+00, 1.478675e-01, -1.061927e-10, -1.875055e-10, -8.011432e-11, -1.497120e-10, 4.339551e+01, 2.335355e+00
1.489100e+03, 2.314965e+00, 2.013191e-06, 8.341957e-02, 3.287690e-06, 1.767199e+00, -3.299751e-01, 2.016230e+00, 1.505955e-01, -1.066160e-10, -1.883169e-10, -8.097287e-11, -1.505055e-10, 4.333563e+01, 2.335764e+00
1.492000e+03, 2.315702e+00, 2.012434e-06, 8.324782e-02, 3.289142e-06, 1.769142e+00, -3.265437e-01, 2.017706e+00, 1.533379e-01, -1.070558e-10, -1.891819e-10, -8.177313e-11, -1.513247e-10, 4.327570e+01, 2.336190e+00
1.494900e+03, 2.316492e+00, 2.011723e-06, 8.307847e-02, 3.290648e-06, 1.771092e+00, -3.230966e-01, 2.019196e+00, 1.560952e-01, -1.074173e-10, -1.899432e-10, -8.245214e-11, -1.521693e-10, 4.321573e+01, 2.336635e+00
1.497800e+03, 2.317346e+00, 2.011039e-06, 8.291144e-02, 3.292209e-06, 1.773050e+00, -3.196356e-01, 2.020698e+00, 1.588679e-01, -1.078180e-10, -1.907328e-10, -8.333647e-11, -1.529899e-10, 4.315578e+01, 2.337103e+00
1.500700e+03, 2.318254e+00, 2.010393e-06, 8.274678e-02, 3.293824e-06, 1.775014e+00, -3.161602e-01, 2.022217e+00, 1.616556e-01, -1.083059e-10, -1.916769e-10, -8.409959e-11, -1.538793e-10, 4.309583e+01, 2.337591e+00
1.503600e+03, 2.319206e+00, 2.009792e-06, 8.258441e-02, 3.295486e-06, 1.776988e+00, -3.126676e-01, 2.023749e+00, 1.644595e-01, -1.086175e-10, -1.924186e-10, -8.495083e-11, -1.547067e-10, 4.303579e+01, 2.338095e+00
1.506500e+03, 2.320232e+00, 2.009219e-06, 8.242451e-02, 3.297214e-06, 1.778967e+00, -3.091615e-01, 2.025297e+00, 1.672784e-01, -1.091130e-10, -1.933199e-10, -8.576908e-11, -1.556137e-10, 4.297585e+01, 2.338625e+00
1.509400e+03, 2.321304e+00, 2.008693e-06, 8.226695e-02, 3.298989e-06, 1.780955e+00, -3.056390e-01, 2.026860e+00, 1.701139e-01, -1.095023e-10, -1.942075e-10, -8.658491e-11, -1.564894e-10, 4.291583e+01, 2.339172e+00
1.512300e+03, 2.322440e+00, 2.008204e-06, 8.211173e-02, 3.300833e-06, 1.782950e+00, -3.021003e-01, 2.028438e+00, 1.729653e-01, -1.098593e-10, -1.951156e-10, -8.742849e-11, -1.573678e-10, 4.285584e+01, 2.339741e+00
1.515200e+03, 2.323641e+00, 2.007762e-06, 8.195900e-02, 3.302734e-06, 1.784952e+00, -2.985450e-01, 2.030031e+00, 1.758327e-01, -1.103268e-10, -1.959858e-10, -8.829889e-11, -1.583030e-10, 4.279590e+01, 2.340334e+00
1.518100e+03, 2.324897e+00, 2.007358e-06, 8.180866e-02, 3.304695e-06, 1.786962e+00, -2.949739e-01, 2.031640e+00, 1.787172e-01, -1.107119e-10, -1.968480e-10, -8.913655e-11, -1.592130e-10, 4.273594e+01, 2.340946e+00
1.521000e+03, 2.326219e+00, 2.006992e-06, 8.166081e-02, 3.306717e-06, 1.788980e+00, -2.913871e-01, 2.033264e+00, 1.816183e-01, -1.111390e-10, -1.978058e-10, -9.003102e-11, -1.601465e-10, 4.267603e+01, 2.341582e+00
1.523900e+03, 2.327597e+00, 2.006673e-06, 8.151551e-02, 3.308799e-06, 1.791005e+00, -2.877829e-01, 2.034904e+00, 1.845363e-01, -1.115518e-10, -1.987525e-10, -9.089212e-11, -1.610725e-10, 4.261612e+01, 2.342237e+00
1.526800e+03, 2.329041e+00, 2.006403e-06, 8.137262e-02, 3.310952e-06, 1.793037e+00, -2.841613e-01, 2.036560e+00, 1.874713e-01, -1.119549e-10, -1.996648e-10, -9.181021e-11, -1.620038e-10, 4.255625e+01, 2.342916e+00
1.529700e+03, 2.330550e+00, 2.006170e-06, 8.123219e-02, 3.313178e-06, 1.795077e+00, -2.805232e-01, 2.038233e+00, 1.904232e-01, -1.123481e-10, -2.006171e-10, -9.266376e-11, -1.630201e-10, 4.249644e+01, 2.343617e+00
1.532600e+03, 2.332126e+00, 2.005985e-06, 8.109441e-02, 3.315458e-06, 1.797124e+00, -2.768677e-01, 2.039922e+00, 1.933936e-01, -1.128075e-10, -2.015103e-10, -9.363474e-11, -1.639310e-10, 4.243668e+01, 2.344342e+00
1.535500e+03, 2.333759e+00, 2.005840e-06, 8.095915e-02, 3.317821e-06, 1.799180e+00, -2.731959e-01, 2.041628e+00, 1.963806e-01, -1.131737e-10, -2.025932e-10, -9.454165e-11, -1.649430e-10, 4.237692e+01, 2.345087e+00
1.538400e+03, 2.335469e+00, 2.005752e-06, 8.082637e-02, 3.320250e-06, 1.801242e+00, -2.695044e-01, 2.043351e+00, 1.993861e-01, -1.135826e-10, -2.034647e-10, -9.544297e-11, -1.659276e-10, 4.231727e+01, 2.345859e+00
1.541300e+03, 2.337246e+00, 2.005703e-06, 8.069631e-02, 3.322754e-06, 1.803312e+00, -2.657971e-01, 2.045090e+00, 2.024095e-01, -1.140040e-10, -2.045037e-10, -9.640173e-11, -1.669498e-10, 4.225768e+01, 2.346653e+00
1.544200e+03, 2.339090e+00, 2.005704e-06, 8.056877e-02, 3.325325e-06, 1.805389e+00, -2.620707e-01, 2.046846e+00, 2.054515e-01, -1.144151e-10, -2.054512e-10, -9.738543e-11, -1.679593e-10, 4.219816e+01, 2.347471e+00
1.547100e+03, 2.341002e+00, 2.005754e-06, 8.044392e-02, 3.327974e-06, 1.807474e+00, -2.583272e-01, 2.048621e+00, 2.085120e-01, -1.147603e-10, -2.065611e-10, -9.827212e-11, -1.689376e-10, 4.213870e+01, 2.348312e+00
1.550000e+03, 2.342991e+00, 2.005862e-06, 8.032180e-02, 3.330711e-06, 1.809565e+00, -2.545634e-01, 2.050411e+00, 2.115902e-01, -1.151951e-10, -2.074666e-10, -9.927716e-11, -1.700201e-10, 4.207938e+01, 2.349180e+00
1.552900e+03, 2.345048e+00, 2.006011e-06, 8.020227e-02, 3.333518e-06, 1.811664e+00, -2.507831e-01, 2.052220e+00, 2.146882e-01, -1.156419e-10, -2.085757e-10, -1.002455e-10, -1.710551e-10, 4.202013e+01, 2.350070e+00
1.555800e+03, 2.347175e+00, 2.006220e-06, 8.008545e-02, 3.336406e-06, 1.813771e+00, -2.469826e-01, 2.054047e+00, 2.178050e-01, -1.159984e-10, -2.095764e-10, -1.012370e-10, -1.720728e-10, 4.196095e+01, 2.350985e+00
1.558700e+03, 2.349379e+00, 2.006478e-06, 7.997146e-02, 3.339384e-06, 1.815885e+00, -2.431638e-01, 2.055892e+00, 2.209404e-01, -1.163655e-10, -2.105906e-10, -1.022544e-10, -1.731597e-10, 4.190190e+01, 2.351925e+00
1.561600e+03, 2.351662e+00, 2.006788e-06, 7.986024e-02, 3.342446e-06, 1.818005e+00, -2.393266e-01, 2.057755e+00, 2.240956e-01, -1.167430e-10, -2.117083e-10, -1.031727e-10, -1.742325e-10, 4.184300e+01, 2.352892e+00
1.564500e+03, 2.354025e+00, 2.007157e-06, 7.975181e-02, 3.345592e-06, 1.820132e+00, -2.354690e-01, 2.059635e+00, 2.272703e-01, -1.171886e-10, -2.127201e-10, -1.042990e-10, -1.753548e-10, 4.178424e+01, 2.353885e+00
1.567400e+03, 2.356457e+00, 2.007578e-06, 7.964626e-02, 3.348822e-06, 1.822267e+00, -2.315930e-01, 2.061535e+00, 2.304655e-01, -1.175646e-10, -2.138064e-10, -1.052647e-10, -1.764083e-10, 4.172557e+01, 2.354901e+00
1.570300e+03, 2.358968e+00, 2.008060e-06, 7.954357e-02, 3.352148e-06, 1.824410e+00, -2.276972e-01, 2.063453e+00, 2.336799e-01, -1.178693e-10, -2.149288e-10, -1.062839e-10, -1.774930e-10, 4.166705e+01, 2.355944e+00
1.573200e+03, 2.361569e+00, 2.008604e-06, 7.944381e-02, 3.355572e-06, 1.826557e+00, -2.237809e-01, 2.065390e+00, 2.369140e-01, -1.182642e-10, -2.160339e-10, -1.073285e-10, -1.786085e-10, 4.160874e+01, 2.357016e+00
1.576100e+03, 2.364251e+00, 2.009209e-06, 7.934688e-02, 3.359093e-06, 1.828712e+00, -2.198445e-01, 2.067345e+00, 2.401685e-01, -1.186686e-10, -2.170628e-10, -1.084212e-10, -1.797460e-10, 4.155059e+01, 2.358114e+00
1.579000e+03, 2.367013e+00, 2.009867e-06, 7.925308e-02, 3.362704e-06, 1.830875e+00, -2.158893e-01, 2.069321e+00, 2.434437e-01, -1.190377e-10, -2.181878e-10, -1.094503e-10, -1.808908e-10, 4.149259e+01, 2.359238e+00
1.581900e+03, 2.369856e+00, 2.010586e-06, 7.916213e-02, 3.366416e-06, 1.833044e+00, -2.119137e-01, 2.071315e+00, 2.467397e-01, -1.193781e-10, -2.193510e-10, -1.104929e-10, -1.819771e-10, 4.143476e+01, 2.360388e+00
1.584800e+03, 2.372790e+00, 2.011379e-06, 7.907441e-02, 3.370239e-06, 1.835219e+00, -2.079169e-01, 2.073329e+00, 2.500556e-01, -1.196817e-10, -2.204640e-10, -1.116266e-10, -1.831724e-10, 4.137715e+01, 2.361568e+00
1.587700e+03, 2.375814e+00, 2.012235e-06, 7.898966e-02, 3.374156e-06, 1.837400e+00, -2.038997e-01, 2.075363e+00, 2.533932e-01, -1.200991e-10, -2.215576e-10, -1.126843e-10, -1.842836e-10, 4.131979e+01, 2.362776e+00
1.590600e+03, 2.378921e+00, 2.013144e-06, 7.890806e-02, 3.378187e-06, 1.839588e+00, -1.998627e-01, 2.077416e+00, 2.567511e-01, -1.204191e-10, -2.227412e-10, -1.136983e-10, -1.854785e-10, 4.126259e+01, 2.364010e+00
1.593500e+03, 2.382120e+00, 2.014137e-06, 7.882971e-02, 3.382324e-06, 1.841782e+00, -1.958040e-01, 2.079488e+00, 2.601307e-01, -1.207687e-10, -2.238500e-10, -1.148307e-10, -1.866115e-10, 4.120564e+01, 2.365273e+00
1.596400e+03, 2.385410e+00, 2.015184e-06, 7.875449e-02, 3.386578e-06, 1.843983e+00, -1.917252e-01, 2.081580e+00, 2.635310e-01, -1.210190e-10, -2.250415e-10, -1.159796e-10, -1.877855e-10, 4.114892e+01, 2.366565e+00
1.599300e+03, 2.388803e+00, 2.016316e-06, 7.868255e-02, 3.390950e-06, 1.846188e+00, -1.876247e-01, 2.083693e+00, 2.669527e-01, -1.213603e-10, -2.261873e-10, -1.170833e-10, -1.889960e-10, 4.109252e+01, 2.367888e+00
1.602200e+03, 2.392288e+00, 2.017513e-06, 7.861398e-02, 3.395433e-06, 1.848399e+00, -1.835033e-01, 2.085827e+00, 2.703965e-01, -1.217085e-10, -2.273615e-10, -1.181491e-10, -1.901886e-10, 4.103637e+01, 2.369239e+00
1.605100e+03, 2.395867e+00, 2.018785e-06, 7.854866e-02, 3.400037e-06, 1.850617e+00, -1.793605e-01, 2.087979e+00, 2.738619e-01, -1.220197e-10, -2.284912e-10, -1.192555e-10, -1.913295e-10, 4.098047e+01, 2.370620e+00
1.608000e+03, 2.399539e+00, 2.020124e-06, 7.848686e-02, 3.404774e-06, 1.852840e+00, -1.751971e-01, 2.090152e+00, 2.773482e-01, -1.222535e-10, -2.297193e-10, -1.204793e-10, -1.925967e-10, 4.092484e+01, 2.372028e+00
1.610900e+03, 2.403324e+00, 2.021548e-06, 7.842848e-02, 3.409626e-06, 1.855068e+00, -1.710113e-01, 2.092348e+00, 2.808575e-01, -1.225764e-10, -2.308744e-10, -1.214994e-10, -1.937215e-10, 4.086959e+01, 2.373470e+00
1.613800e+03, 2.407204e+00, 2.023049e-06, 7.837360e-02, 3.414623e-06, 1.857301e+00, -1.668045e-01, 2.094562e+00, 2.843874e-01, -1.228411e-10, -2.321019e-10, -1.227228e-10, -1.950018e-10, 4.081462e+01, 2.374940e+00
1.616700e+03, 2.411187e+00, 2.024637e-06, 7.832228e-02, 3.419738e-06, 1.859540e+00, -1.625753e-01, 2.096798e+00, 2.879406e-01, -1.230676e-10, -2.332153e-10, -1.238366e-10, -1.961665e-10, 4.075998e+01, 2.376441e+00
1.619600e+03, 2.415285e+00, 2.026294e-06, 7.827459e-02, 3.425002e-06, 1.861782e+00, -1.583258e-01, 2.099054e+00, 2.915150e-01, -1.233199e-10, -2.344846e-10, -1.249359e-10, -1.974110e-10, 4.070574e+01, 2.377975e+00
1.622500e+03, 2.419487e+00, 2.028048e-06, 7.823052e-02, 3.430398e-06, 1.864029e+00, -1.540532e-01, 2.101331e+00, 2.951120e-01, -1.235989e-10, -2.356403e-10, -1.261055e-10, -1.985355e-10, 4.065185e+01, 2.379539e+00
1.625400e+03, 2.423795e+00, 2.029880e-06, 7.819027e-02, 3.435944e-06, 1.866281e+00, -1.497596e-01, 2.103629e+00, 2.987296e-01, -1.237946e-10, -2.368230e-10, -1.272344e-10, -1.999068e-10, 4.059831e+01, 2.381134e+00
1.628300e+03, 2.428217e+00, 2.031792e-06, 7.815373e-02, 3.441638e-06, 1.868537e+00, -1.454444e-01, 2.105947e+00, 3.023721e-01, -1.239939e-10, -2.380550e-10, -1.283963e-10, -2.010813e-10, 4.054519e+01, 2.382761e+00
1.631200e+03, 2.432755e+00, 2.033804e-06, 7.812116e-02, 3.447476e-06, 1.870796e+00, -1.411067e-01, 2.108286e+00, 3.060361e-01, -1.242181e-10, -2.392427e-10, -1.295526e-10, -2.021302e-10, 4.049250e+01, 2.384421e+00
1.634100e+03, 2.437409e+00, 2.035906e-06, 7.809237e-02, 3.453479e-06, 1.873060e+00, -1.367474e-01, 2.110647e+00, 3.097192e-01, -1.244024e-10, -2.404616e-10, -1.307037e-10, -2.035470e-10, 4.044022e+01, 2.386113e+00
1.637000e+03, 2.442180e+00, 2.038109e-06, 7.806772e-02, 3.459636e-06, 1.875326e+00, -1.323659e-01, 2.113029e+00, 3.134280e-01, -1.245222e-10, -2.416377e-10, -1.318486e-10, -2.047322e-10, 4.038839e+01, 2.387837e+00
1.639900e+03, 2.447076e+00, 2.040403e-06, 7.804701e-02, 3.465953e-06, 1.877595e+00, -1.279630e-01, 2.115431e+00, 3.171585e-01, -1.246655e-10, -2.428353e-10, -1.330221e-10, -2.059853e-10, 4.033706e+01, 2.389595e+00
1.642800e+03, 2.452099e+00, 2.042788e-06, 7.803051e-02, 3.472445e-06, 1.879867e+00, -1.235382e-01, 2.117855e+00, 3.209118e-01, -1.248363e-10, -2.440059e-10, -1.341155e-10, -2.071041e-10, 4.028622e+01, 2.391387e+00
1.645700e+03, 2.457238e+00, 2.045277e-06, 7.801818e-02, 3.479099e-06, 1.882142e+00, -1.190921e-01, 2.120299e+00, 3.246855e-01, -1.249838e-10, -2.452201e-10, -1.353085e-10, -2.084374e-10, 4.023585e+01, 2.393210e+00
1.648600e+03, 2.462506e+00, 2.047868e-06, 7.801015e-02, 3.485934e-06, 1.884419e+00, -1.146239e-01, 2.122764e+00, 3.284835e-01, -1.250002e-10, -2.464268e-10, -1.364205e-10, -2.095852e-10, 4.018599e+01, 2.395068e+00
1.651500e+03, 2.467909e+00, 2.050574e-06, 7.800637e-02, 3.492946e-06, 1.886697e+00, -1.101337e-01, 2.125250e+00, 3.323024e-01, -1.251501e-10, -2.475911e-10, -1.375563e-10, -2.106452e-10, 4.013672e+01, 2.396960e+00
1.654400e+03, 2.473442e+00, 2.053383e-06, 7.800713e-02, 3.500147e-06, 1.888977e+00, -1.056223e-01, 2.127756e+00, 3.361406e-01, -1.251685e-10, -2.487709e-10, -1.387061e-10, -2.120150e-10, 4.008797e+01, 2.398886e+00
1.657300e+03, 2.479111e+00, 2.056298e-06, 7.801236e-02, 3.507534e-06, 1.891258e+00, -1.010894e-01, 2.130284e+00, 3.400038e-01, -1.252086e-10, -2.499383e-10, -1.398174e-10, -2.131458e-10, 4.003983e+01, 2.400846e+00
1.660200e+03, 2.484919e+00, 2.059328e-06, 7.802228e-02, 3.515116e-06, 1.893539e+00, -9.653519e-02, 2.132831e+00, 3.438876e-01, -1.252490e-10, -2.510900e-10, -1.409790e-10, -2.143836e-10, 3.999228e+01, 2.402841e+00
1.663100e+03, 2.490865e+00, 2.062475e-06, 7.803675e-02, 3.522897e-06, 1.895821e+00, -9.196002e-02, 2.135400e+00, 3.477939e-01, -1.252192e-10, -2.522521e-10, -1.420030e-10, -2.155265e-10, 3.994535e+01, 2.404871e+00
1.666000e+03, 2.496959e+00, 2.065738e-06, 7.805604e-02, 3.530887e-06, 1.898103e+00, -8.736367e-02, 2.137988e+00, 3.517211e-01, -1.252181e-10, -2.533930e-10, -1.431192e-10, -2.166807e-10, 3.989908e+01, 2.406936e+00
1.668900e+03, 2.503193e+00, 2.069130e-06, 7.808025e-02, 3.539078e-06, 1.900385e+00, -8.274654e-02, 2.140595e+00, 3.556693e-01, -1.251164e-10, -2.545188e-10, -1.442463e-10, -2.178292e-10, 3.985345e+01, 2.409035e+00
1.671800e+03, 2.509585e+00, 2.072639e-06, 7.810932e-02, 3.547494e-06, 1.902664e+00, -7.810889e-02, 2.143224e+00, 3.596384e-01, -1.250434e-10, -2.556464e-10, -1.453287e-10, -2.189864e-10, 3.980855e+01, 2.411172e+00
1.674700e+03, 2.516125e+00, 2.076278e-06, 7.814348e-02, 3.556127e-06, 1.904943e+00, -7.345070e-02, 2.145872e+00, 3.636286e-01, -1.249701e-10, -2.567258e-10, -1.463440e-10, -2.201870e-10, 3.976436e+01, 2.413344e+00
1.677600e+03, 2.522816e+00, 2.080047e-06, 7.818284e-02, 3.564990e-06, 1.907220e+00, -6.877284e-02, 2.148538e+00, 3.676407e-01, -1.248446e-10, -2.578094e-10, -1.473883e-10, -2.211963e-10, 3.972087e+01, 2.415550e+00
1.680500e+03, 2.529666e+00, 2.083946e-06, 7.822745e-02, 3.574082e-06, 1.909495e+00, -6.407523e-02, 2.151224e+00, 3.716711e-01, -1.246249e-10, -2.588859e-10, -1.484606e-10, -2.223015e-10, 3.967814e+01, 2.417792e+00
1.683400e+03, 2.536684e+00, 2.087987e-06, 7.827739e-02, 3.583408e-06, 1.911766e+00, -5.935801e-02, 2.153929e+00, 3.757217e-01, -1.244554e-10, -2.599355e-10, -1.494629e-10, -2.234435e-10, 3.963625e+01, 2.420072e+00
1.686300e+03, 2.543863e+00, 2.092170e-06, 7.833275e-02, 3.592981e-06, 1.914033e+00, -5.462166e-02, 2.156653e+00, 3.797932e-01, -1.242322e-10, -2.609838e-10, -1.504136e-10, -2.244768e-10, 3.959514e+01, 2.422387e+00
1.689200e+03, 2.551211e+00, 2.096496e-06, 7.839377e-02, 3.602813e-06, 1.916297e+00, -4.986621e-02, 2.159393e+00, 3.838834e-01, -1.239868e-10, -2.619625e-10, -1.514278e-10, -2.253166e-10, 3.955487e+01, 2.424739e+00
1.692100e+03, 2.558729e+00, 2.100966e-06, 7.846043e-02, 3.612901e-06, 1.918556e+00, -4.509293e-02, 2.162153e+00, 3.879889e-01, -1.236463e-10, -2.629575e-10, -1.523295e-10, -2.265830e-10, 3.951545e+01, 2.427128e+00
1.695000e+03, 2.566427e+00, 2.105590e-06, 7.853291e-02, 3.623248e-06, 1.920809e+00, -4.030152e-02, 2.164928e+00, 3.921176e-01, -1.233972e-10, -2.639149e-10, -1.533116e-10, -2.273986e-10, 3.947695e+01, 2.429553e+00
1.697900e+03, 2.574295e+00, 2.110369e-06, 7.861133e-02, 3.633866e-06, 1.923058e+00, -3.549267e-02, 2.167722e+00, 3.962611e-01, -1.229591e-10, -2.648395e-10, -1.541785e-10, -2.284373e-10, 3.943931e+01, 2.432014e+00
1.700800e+03, 2.582352e+00, 2.115305e-06, 7.869588e-02, 3.644766e-06, 1.925298e+00, -3.066696e-02, 2.170531e+00, 4.004235e-01, -1.226125e-10, -2.657361e-10, -1.550472e-10, -2.293588e-10, 3.940267e+01, 2.434513e+00
1.703700e+03, 2.590589e+00, 2.120397e-06, 7.878648e-02, 3.655956e-06, 1.927532e+00, -2.582492e-02, 2.173356e+00, 4.046027e-01, -1.221156e-10, -2.666154e-10, -1.559137e-10, -2.302806e-10, 3.936696e+01, 2.437048e+00
1.706600e+03, 2.599026e+00, 2.125667e-06, 7.888343e-02, 3.667430e-06, 1.929757e+00, -2.096686e-02, 2.176197e+00, 4.087987e-01, -1.217252e-10, -2.674424e-10, -1.566439e-10, -2.311015e-10, 3.933231e+01, 2.439621e+00
1.709500e+03, 2.607643e+00, 2.131096e-06, 7.898676e-02, 3.679220e-06, 1.931975e+00, -1.609373e-02, 2.179051e+00, 4.130096e-01, -1.211100e-10, -2.682491e-10, -1.574652e-10, -2.318437e-10, 3.929860e+01, 2.442229e+00
1.712400e+03, 2.616469e+00, 2.136714e-06, 7.909673e-02, 3.691305e-06, 1.934182e+00, -1.120590e-02, 2.181921e+00, 4.172341e-01, -1.205670e-10, -2.690070e-10, -1.582048e-10, -2.328116e-10, 3.926603e+01, 2.444876e+00
1.715300e+03, 2.625494e+00, 2.142503e-06, 7.921345e-02, 3.703717e-06, 1.936379e+00, -6.304258e-03, 2.184803e+00, 4.214762e-01, -1.200028e-10, -2.697308e-10, -1.588621e-10, -2.334434e-10, 3.923452e+01, 2.447559e+00
1.718200e+03, 2.634719e+00, 2.148472e-06, 7.933701e-02, 3.716449e-06, 1.938566e+00, -1.389430e-03, 2.187698e+00, 4.257298e-01, -1.192677e-10, -2.704109e-10, -1.595489e-10, -2.341464e-10, 3.920410e+01, 2.450278e+00
1.721100e+03, 2.644162e+00, 2.154633e-06, 7.946760e-02, 3.729507e-06, 1.940739e+00, 3.537792e-03, 2.190605e+00, 4.299963e-01, -1.186061e-10, -2.710466e-10, -1.601511e-10, -2.348661e-10, 3.917488e+01, 2.453036e+00
1.724000e+03, 2.653815e+00, 2.160988e-06, 7.960534e-02, 3.742927e-06, 1.942900e+00, 8.476596e-03, 2.193523e+00, 4.342758e-01, -1.178682e-10, -2.716336e-10, -1.607240e-10, -2.353738e-10, 3.914681e+01, 2.455829e+00
1.726900e+03, 2.663686e+00, 2.167545e-06, 7.975036e-02, 3.756685e-06, 1.945048e+00, 1.342610e-02, 2.196452e+00, 4.385646e-01, -1.170155e-10, -2.721722e-10, -1.612259e-10, -2.360867e-10, 3.911993e+01, 2.458659e+00
1.729800e+03, 2.673785e+00, 2.174297e-06, 7.990290e-02, 3.770811e-06, 1.947180e+00, 1.838541e-02, 2.199390e+00, 4.428664e-01, -1.161622e-10, -2.726579e-10, -1.616957e-10, -2.364653e-10, 3.909434e+01, 2.461526e+00
1.732700e+03, 2.684112e+00, 2.181265e-06, 8.006311e-02, 3.785300e-06, 1.949296e+00, 2.335357e-02, 2.202336e+00, 4.471751e-01, -1.152898e-10, -2.730897e-10, -1.621323e-10, -2.369732e-10, 3.907001e+01, 2.464429e+00
1.735600e+03, 2.694666e+00, 2.188438e-06, 8.023113e-02, 3.800170e-06, 1.951397e+00, 2.832961e-02, 2.205290e+00, 4.514931e-01, -1.142663e-10, -2.734579e-10, -1.624796e-10, -2.374742e-10, 3.904696e+01, 2.467368e+00
1.738500e+03, 2.705467e+00, 2.195838e-06, 8.040707e-02, 3.815435e-06, 1.953479e+00, 3.331235e-02, 2.208251e+00, 4.558201e-01, -1.132628e-10, -2.737764e-10, -1.627514e-10, -2.377081e-10, 3.902530e+01, 2.470345e+00
1.741400e+03, 2.716504e+00, 2.203456e-06, 8.059114e-02, 3.831101e-06, 1.955543e+00, 3.830089e-02, 2.211216e+00, 4.601515e-01, -1.121667e-10, -2.740134e-10, -1.630008e-10, -2.379965e-10, 3.900498e+01, 2.473356e+00
1.744300e+03, 2.727787e+00, 2.211312e-06, 8.078364e-02, 3.847174e-06, 1.957587e+00, 4.329376e-02, 2.214186e+00, 4.644881e-01, -1.109784e-10, -2.741979e-10, -1.631040e-10, -2.382731e-10, 3.898606e+01, 2.476402e+00
1.747200e+03, 2.739324e+00, 2.219397e-06, 8.098459e-02, 3.863669e-06, 1.959609e+00, 4.828998e-02, 2.217158e+00, 4.688297e-01, -1.096988e-10, -2.743287e-10, -1.632775e-10, -2.382181e-10, 3.896860e+01, 2.479484e+00
1.750100e+03, 2.751124e+00, 2.227722e-06, 8.119426e-02, 3.880599e-06, 1.961608e+00, 5.328859e-02, 2.220133e+00, 4.731703e-01, -1.086642e-10, -2.743353e-10, -1.632759e-10, -2.384031e-10, 3.895266e+01, 2.482601e+00
1.753000e+03, 2.763182e+00, 2.236298e-06, 8.141290e-02, 3.897966e-06, 1.963588e+00, 5.828732e-02, 2.223108e+00, 4.775143e-01, -1.070200e-10, -2.743054e-10, -1.632220e-10, -2.384395e-10, 3.893810e+01, 2.485753e+00
1.755900e+03, 2.775518e+00, 2.245124e-06, 8.164051e-02, 3.915803e-06, 1.965538e+00, 6.328550e-02, 2.226083e+00, 4.818590e-01, -1.056998e-10, -2.741986e-10, -1.631523e-10, -2.383364e-10, 3.892524e+01, 2.488941e+00
1.758800e+03, 2.788117e+00, 2.254213e-06, 8.187752e-02, 3.934097e-06, 1.967464e+00, 6.828174e-02, 2.229055e+00, 4.862018e-01, -1.041398e-10, -2.740045e-10, -1.628938e-10, -2.381480e-10, 3.891388e+01, 2.492160e+00
1.761700e+03, 2.801006e+00, 2.263564e-06, 8.212402e-02, 3.952870e-06, 1.969361e+00, 7.327444e-02, 2.232024e+00, 4.905411e-01, -1.026456e-10, -2.737058e-10, -1.625530e-10, -2.378148e-10, 3.890418e+01, 2.495414e+00
1.764600e+03, 2.814176e+00, 2.273188e-06, 8.238025e-02, 3.972133e-06, 1.971232e+00, 7.826170e-02, 2.234985e+00, 4.948744e-01, -1.009900e-10, -2.733233e-10, -1.622749e-10, -2.375788e-10, 3.889608e+01, 2.498701e+00
1.767500e+03, 2.827644e+00, 2.283095e-06, 8.264646e-02, 3.991905e-06, 1.973072e+00, 8.324199e-02, 2.237942e+00, 4.992034e-01, -9.914892e-11, -2.728749e-10, -1.617151e-10, -2.370744e-10, 3.888969e+01, 2.502022e+00
1.770400e+03, 2.841406e+00, 2.293287e-06, 8.292278e-02, 4.012191e-06, 1.974878e+00, 8.821411e-02, 2.240889e+00, 5.035232e-01, -9.740481e-11, -2.722923e-10, -1.611760e-10, -2.365441e-10, 3.888505e+01, 2.505374e+00
1.773300e+03, 2.855476e+00, 2.303773e-06, 8.320953e-02, 4.033004e-06, 1.976653e+00, 9.317561e-02, 2.243826e+00, 5.078333e-01, -9.565540e-11, -2.715970e-10, -1.605010e-10, -2.359193e-10, 3.888215e+01, 2.508758e+00
1.776200e+03, 2.869853e+00, 2.314564e-06, 8.350689e-02, 4.054369e-06, 1.978396e+00, 9.812444e-02, 2.246750e+00, 5.121320e-01, -9.340139e-11, -2.708823e-10, -1.597425e-10, -2.352129e-10, 3.888096e+01, 2.512174e+00
1.779100e+03, 2.884547e+00, 2.325650e-06, 8.381506e-02, 4.076284e-06, 1.980098e+00, 1.030603e-01, 2.249661e+00, 5.164179e-01, -9.142274e-11, -2.699591e-10, -1.588183e-10, -2.342274e-10, 3.888171e+01, 2.515618e+00
